482	0.173563
483	0.179097
484	0.144086
485	0.138729
486	0.143261
487	0.189736
488	0.175532
489	0.158958
490	0.189958
491	0.15836
492	0.163721
493	0
494	0
495	0.161203
496	0.144909
497	0.170894
498	0.152008
499	0.15223
500	0.161102
501	0.162979
502	0.168893
503	0.16161
504	0.130112
505	0.15245
506	0
507	0
508	0.176866
509	0.176389
510	0.158735
511	0.157883
512	0.150593
513	0.173471
514	0.151779
515	0.157765
516	0.174896
517	0.152431
518	0.141459
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
